C9608532153343, Mohammad, mohammad739@outlook.com, 10, 1, Jerusalem, Unemployed family
C1675323109380, Hassan, hassan590@outlook.com, 2, 2, West Jerusalem, Recent house fire
C4112181058416, Laila, laila278@hotmail.com, 2, 2, West Jerusalem, Parent recovering from surgery
C4276779938481, Omar, omar99@yahoo.com, 2, 2, East Jerusalem, Medical condition in family
C3481041923825, Amina, amina304@gmail.com, 2, 2, East Jerusalem, Elderly family member
C5800521214052, Sara, sara530@outlook.com, 2, 2, East Jerusalem, Parent recovering from surgery
C1642607171705, Laila, laila33@yahoo.com, 2, 2, East Jerusalem, Medical condition in family
C9348261240548, Hassan, hassan377@gmail.com, 2, 2, East Jerusalem, Low income family
C1248650313887, Omar, omar988@hotmail.com, 2, 2, East Jerusalem, Medical condition in family
C1334606560072, Ahmed, ahmed574@gmail.com, 2, 2, East Jerusalem, Elderly family member
C9901633044150, Hassan, hassan32@outlook.com, 2, 2, East Jerusalem, Single parent household
C2932295162444, Khalid, khalid785@yahoo.com, 2, 2, East Jerusalem, Medical condition in family
C2362291718630, Khalid, khalid37@hotmail.com, 1, 2, Jerusalem, Unemployed family
C6296200521131, Ahmed, ahmed848@outlook.com, 1, 2, Jerusalem, Single parent household
C3041315452697, Khalid, khalid266@yahoo.com, 1, 2, Jerusalem, Medical condition in family
C8858719877026, Ahmed, ahmed567@gmail.com, 1, 2, Jerusalem, Low income family
C7138816315086, Sara, sara486@yahoo.com, 1, 2, Jerusalem, Lost job due to crisis
C4965998405707, Fadi, fadi823@outlook.com, 1, 2, Jerusalem, Parent recovering from surgery
C1762214224187, Sara, sara246@hotmail.com, 1, 2, Jerusalem, Recent house fire
C9333679101623, Hassan, hassan423@outlook.com, 1, 2, Jerusalem, Parent recovering from surgery
C4691167530018, Mohammad, mohammad385@yahoo.com, 1, 2, Jerusalem, Lost job due to crisis
C4105245542173, Yousef, yousef677@gmail.com, 1, 2, Jerusalem, Parent recovering from surgery
C7909314194291, Mohammad, mohammad591@yahoo.com, 1, 2, Jerusalem, Low income family
C2740210322033, Fatima, fatima246@outlook.com, 1, 2, Jerusalem, Medical condition in family
C7068683230645, Laila, laila751@yahoo.com, 1, 2, West Jerusalem, Low income family
C9165091418746, Ahmed, ahmed722@outlook.com, 1, 2, West Jerusalem, Lost job due to crisis
C5011337766485, Mohammad, mohammad842@hotmail.com, 1, 2, West Jerusalem, Parent recovering from surgery
C9797048587330, Omar, omar596@outlook.com, 1, 2, West Jerusalem, Low income family
C2995329541590, Khalid, khalid32@outlook.com, 1, 2, West Jerusalem, Elderly family member
C6990746036058, Sara, sara13@yahoo.com, 1, 2, West Jerusalem, Unemployed family
C6146660343505, Ahmed, ahmed808@yahoo.com, 1, 2, West Jerusalem, Unemployed family
C9819930537107, Fadi, fadi325@yahoo.com, 1, 2, West Jerusalem, Medical condition in family
C9496784690942, Sara, sara15@hotmail.com, 1, 2, West Jerusalem, Low income family
C7915990161249, Yousef, yousef485@outlook.com, 1, 2, West Jerusalem, Recent house fire
C5157006507287, Amina, amina762@yahoo.com, 1, 2, West Jerusalem, Child with disability
C2810829518945, Omar, omar944@hotmail.com, 1, 2, West Jerusalem, Widowed mother
C6127513945857, Sara, sara359@gmail.com, 1, 2, West Jerusalem, Child with disability
C6997993415337, Yousef, yousef483@outlook.com, 1, 2, West Jerusalem, Child with disability
C3954520556001, Ahmed, ahmed936@yahoo.com, 1, 2, West Jerusalem, Lost job due to crisis
C3457821865113, Ahmed, ahmed809@hotmail.com, 1, 2, West Jerusalem, Child with disability
C9394291935508, Hassan, hassan935@hotmail.com, 1, 2, West Jerusalem, Elderly family member
C6121376527269, Ahmed, ahmed192@hotmail.com, 1, 2, West Jerusalem, Recent house fire
C9365603875670, Hassan, hassan117@outlook.com, 1, 2, East Jerusalem, Widowed mother
C4243688370859, Omar, omar808@gmail.com, 1, 2, East Jerusalem, Elderly family member
C2268742640619, Mohammad, mohammad437@gmail.com, 1, 2, East Jerusalem, Single parent household
C1691062939419, Fadi, fadi842@outlook.com, 1, 2, East Jerusalem, Medical condition in family
C5686952479092, Khalid, khalid679@yahoo.com, 1, 2, East Jerusalem, Single parent household
C1036201382391, Yousef, yousef848@gmail.com, 1, 2, East Jerusalem, Recent house fire
C9057914664564, Laila, laila120@outlook.com, 1, 2, East Jerusalem, Child with disability
C5178785957184, Khalid, khalid313@outlook.com, 1, 2, East Jerusalem, Low income family
C8715282124867, Ahmed, ahmed443@gmail.com, 1, 2, East Jerusalem, Low income family
C8804057874042, Laila, laila774@outlook.com, 1, 2, East Jerusalem, Recent house fire
C3755291816498, Sara, sara468@outlook.com, 1, 2, East Jerusalem, Child with disability
C7475869839833, Mohammad, mohammad176@gmail.com, 10, 3, Jerusalem, Single parent household
C5878596639052, Khalid, khalid538@gmail.com, 10, 3, Jerusalem, Parent recovering from surgery
C2647762657671, Amina, amina417@yahoo.com, 10, 3, Jerusalem, Low income family
C9028317757631, Mohammad, mohammad325@gmail.com, 10, 3, Jerusalem, Single parent household
C9070631216981, Amina, amina779@outlook.com, 10, 3, Jerusalem, Single parent household
C9867691000745, Mohammad, mohammad461@gmail.com, 10, 3, Jerusalem, Child with disability
C8545156359609, Fatima, fatima629@hotmail.com, 10, 3, Jerusalem, Medical condition in family
C9034419605413, Omar, omar967@yahoo.com, 10, 3, Jerusalem, Parent recovering from surgery
C3253923898278, Omar, omar290@gmail.com, 10, 3, Jerusalem, Low income family
C6694303050439, Ahmed, ahmed932@outlook.com, 10, 3, Jerusalem, Unemployed family
C3959736205181, Khalid, khalid198@outlook.com, 10, 3, Jerusalem, Widowed mother
C3851904137588, Fatima, fatima63@yahoo.com, 10, 3, Jerusalem, Parent recovering from surgery
C5678793163887, Khalid, khalid742@hotmail.com, 10, 3, West Jerusalem, Low income family
C1590775081234, Omar, omar844@hotmail.com, 10, 3, West Jerusalem, Low income family
C4776077714505, Fatima, fatima720@gmail.com, 10, 3, West Jerusalem, Widowed mother
C1384258657077, Hassan, hassan106@gmail.com, 10, 3, West Jerusalem, Lost job due to crisis
C7991591488523, Laila, laila423@yahoo.com, 10, 3, West Jerusalem, Low income family
C8376551898606, Mohammad, mohammad439@outlook.com, 10, 3, West Jerusalem, Elderly family member
C9162523742042, Fadi, fadi153@yahoo.com, 10, 3, West Jerusalem, Widowed mother
C2121428736374, Khalid, khalid853@hotmail.com, 10, 3, West Jerusalem, Lost job due to crisis
C8372629354219, Mohammad, mohammad748@outlook.com, 10, 3, West Jerusalem, Widowed mother
C4052193959822, Sara, sara194@gmail.com, 10, 3, West Jerusalem, Medical condition in family
C9599600456219, Laila, laila216@hotmail.com, 10, 3, West Jerusalem, Lost job due to crisis
C3047679560615, Sara, sara95@gmail.com, 10, 3, West Jerusalem, Medical condition in family
C9303769050151, Omar, omar630@outlook.com, 10, 3, West Jerusalem, Recent house fire
C7096816599878, Laila, laila210@outlook.com, 10, 3, West Jerusalem, Lost job due to crisis
C2606888432985, Hassan, hassan294@outlook.com, 10, 3, East Jerusalem, Parent recovering from surgery
C1340373626752, Ahmed, ahmed179@hotmail.com, 10, 3, East Jerusalem, Lost job due to crisis
C4993002079516, Sara, sara661@yahoo.com, 10, 3, East Jerusalem, Unemployed family
C4494969913434, Mohammad, mohammad430@gmail.com, 10, 3, East Jerusalem, Unemployed family
C5093005088124, Amina, amina217@gmail.com, 10, 3, East Jerusalem, Parent recovering from surgery
C4581818423113, Fatima, fatima459@yahoo.com, 9, 3, Jerusalem, Medical condition in family
C6981994837648, Yousef, yousef416@outlook.com, 9, 3, Jerusalem, Child with disability
C3706684446839, Fadi, fadi442@yahoo.com, 9, 3, Jerusalem, Parent recovering from surgery
C6628057010037, Khalid, khalid556@hotmail.com, 9, 3, Jerusalem, Medical condition in family
C7028574137883, Omar, omar573@yahoo.com, 9, 3, Jerusalem, Single parent household
C1381706030130, Khalid, khalid693@yahoo.com, 9, 3, Jerusalem, Medical condition in family
C6057278017149, Omar, omar601@hotmail.com, 9, 3, Jerusalem, Recent house fire
C1373922649499, Sara, sara67@yahoo.com, 9, 3, Jerusalem, Elderly family member
C6632386431638, Fatima, fatima757@yahoo.com, 9, 3, Jerusalem, Recent house fire
C6728833587415, Mohammad, mohammad897@outlook.com, 9, 3, Jerusalem, Elderly family member
C5913928802304, Amina, amina659@outlook.com, 9, 3, Jerusalem, Low income family
C7875198986570, Mohammad, mohammad438@outlook.com, 9, 3, Jerusalem, Child with disability
C5986964440072, Yousef, yousef273@hotmail.com, 9, 3, Jerusalem, Single parent household
C7916227697359, Khalid, khalid326@hotmail.com, 9, 3, Jerusalem, Lost job due to crisis
C6989940730545, Khalid, khalid863@yahoo.com, 9, 3, West Jerusalem, Child with disability
C4477215717830, Fatima, fatima34@yahoo.com, 9, 3, West Jerusalem, Lost job due to crisis
C8000303579200, Laila, laila132@yahoo.com, 9, 3, West Jerusalem, Lost job due to crisis
C9674173939565, Fadi, fadi51@hotmail.com, 9, 3, West Jerusalem, Parent recovering from surgery
C3686960684581, Hassan, hassan770@hotmail.com, 9, 3, West Jerusalem, Widowed mother
C5042482855503, Hassan, hassan741@outlook.com, 9, 3, West Jerusalem, Unemployed family
C1463853017770, Fadi, fadi923@gmail.com, 9, 3, West Jerusalem, Recent house fire
C1462549903704, Amina, amina117@hotmail.com, 9, 3, West Jerusalem, Medical condition in family
C5533141914424, Fatima, fatima413@gmail.com, 9, 3, West Jerusalem, Recent house fire
C4342388628899, Sara, sara917@hotmail.com, 9, 3, West Jerusalem, Child with disability
C5966103533287, Khalid, khalid807@outlook.com, 9, 3, West Jerusalem, Lost job due to crisis
C2197758175010, Mohammad, mohammad786@outlook.com, 9, 3, East Jerusalem, Recent house fire
C4572655143812, Amina, amina827@yahoo.com, 9, 3, East Jerusalem, Single parent household
C3784994975339, Omar, omar599@yahoo.com, 9, 3, East Jerusalem, Parent recovering from surgery
C1317429431508, Hassan, hassan264@yahoo.com, 9, 3, East Jerusalem, Widowed mother
C2596023478458, Mohammad, mohammad901@hotmail.com, 9, 3, East Jerusalem, Unemployed family
C1672825128992, Sara, sara65@gmail.com, 9, 3, East Jerusalem, Medical condition in family
C8796630233944, Fadi, fadi490@outlook.com, 9, 3, East Jerusalem, Medical condition in family
C6712269243304, Omar, omar581@hotmail.com, 9, 3, East Jerusalem, Medical condition in family
C2245905156651, Amina, amina468@gmail.com, 9, 3, East Jerusalem, Single parent household
C5056456287371, Laila, laila522@hotmail.com, 9, 3, East Jerusalem, Lost job due to crisis
C1758699104220, Hassan, hassan980@hotmail.com, 9, 3, East Jerusalem, Unemployed family
C4445683139967, Fadi, fadi12@hotmail.com, 8, 3, Jerusalem, Elderly family member
C1923405586918, Mohammad, mohammad786@outlook.com, 8, 3, Jerusalem, Lost job due to crisis
C9213593167912, Laila, laila195@outlook.com, 8, 3, Jerusalem, Low income family
C5842438507174, Ahmed, ahmed548@gmail.com, 8, 3, Jerusalem, Medical condition in family
C2436155865145, Fatima, fatima492@hotmail.com, 8, 3, Jerusalem, Child with disability
C9779180305869, Fadi, fadi207@outlook.com, 8, 3, Jerusalem, Elderly family member
C2284288708029, Fatima, fatima183@hotmail.com, 8, 3, West Jerusalem, Medical condition in family
C5697224670372, Omar, omar388@outlook.com, 8, 3, West Jerusalem, Single parent household
C7402120110426, Ahmed, ahmed86@yahoo.com, 8, 3, West Jerusalem, Recent house fire
C4924629082971, Yousef, yousef394@gmail.com, 8, 3, West Jerusalem, Recent house fire
C7869792670085, Hassan, hassan750@yahoo.com, 8, 3, West Jerusalem, Elderly family member
C1119348286248, Omar, omar93@outlook.com, 8, 3, West Jerusalem, Elderly family member
C5035516203499, Fadi, fadi849@outlook.com, 8, 3, West Jerusalem, Medical condition in family
C7533135540327, Mohammad, mohammad223@gmail.com, 8, 3, West Jerusalem, Single parent household
C6993867573552, Hassan, hassan585@outlook.com, 8, 3, East Jerusalem, Recent house fire
C9831754599531, Ahmed, ahmed47@outlook.com, 8, 3, East Jerusalem, Medical condition in family
C1116208489558, Amina, amina618@gmail.com, 8, 3, East Jerusalem, Unemployed family
C1756670251069, Yousef, yousef578@outlook.com, 8, 3, East Jerusalem, Parent recovering from surgery
C6978312991351, Khalid, khalid252@outlook.com, 8, 3, East Jerusalem, Child with disability
C7329042035299, Omar, omar821@hotmail.com, 8, 3, East Jerusalem, Low income family
C8259166906821, Khalid, khalid745@gmail.com, 8, 3, East Jerusalem, Recent house fire
C5625082727769, Ahmed, ahmed257@outlook.com, 8, 3, East Jerusalem, Elderly family member
C8218982735632, Mohammad, mohammad298@hotmail.com, 8, 3, East Jerusalem, Child with disability
C5710046474402, Hassan, hassan655@hotmail.com, 8, 3, East Jerusalem, Unemployed family
C1031955558051, Laila, laila631@yahoo.com, 7, 3, Jerusalem, Child with disability
C6235761530054, Fatima, fatima579@yahoo.com, 7, 3, Jerusalem, Widowed mother
C1070583308054, Khalid, khalid36@hotmail.com, 7, 3, Jerusalem, Unemployed family
C7299315206063, Ahmed, ahmed478@gmail.com, 7, 3, Jerusalem, Single parent household
C4064785115859, Khalid, khalid544@outlook.com, 7, 3, Jerusalem, Unemployed family
C7107626685463, Yousef, yousef449@outlook.com, 7, 3, Jerusalem, Child with disability
C1082780806603, Yousef, yousef772@yahoo.com, 7, 3, Jerusalem, Lost job due to crisis
C3713809350542, Khalid, khalid606@outlook.com, 7, 3, Jerusalem, Single parent household
C7172196172510, Khalid, khalid146@outlook.com, 7, 3, West Jerusalem, Medical condition in family
C6496621395182, Fadi, fadi570@gmail.com, 7, 3, West Jerusalem, Lost job due to crisis
C2303549795554, Laila, laila629@yahoo.com, 7, 3, West Jerusalem, Unemployed family
C4034126133691, Amina, amina335@outlook.com, 7, 3, West Jerusalem, Recent house fire
C7501850327455, Omar, omar806@hotmail.com, 7, 3, West Jerusalem, Unemployed family
C7829666900412, Fadi, fadi83@yahoo.com, 7, 3, West Jerusalem, Elderly family member
C7696798564366, Sara, sara207@outlook.com, 7, 3, West Jerusalem, Child with disability
C2890792877690, Mohammad, mohammad969@gmail.com, 7, 3, West Jerusalem, Elderly family member
C1271523783658, Mohammad, mohammad843@yahoo.com, 7, 3, West Jerusalem, Recent house fire
C4305766382074, Khalid, khalid139@gmail.com, 7, 3, West Jerusalem, Lost job due to crisis
C2902954515560, Hassan, hassan344@yahoo.com, 7, 3, West Jerusalem, Single parent household
C7565735709579, Omar, omar272@gmail.com, 7, 3, West Jerusalem, Unemployed family
C9335530167771, Hassan, hassan114@hotmail.com, 7, 3, East Jerusalem, Lost job due to crisis
C4335775058100, Yousef, yousef175@outlook.com, 7, 3, East Jerusalem, Elderly family member
C9703416850195, Fatima, fatima657@yahoo.com, 7, 3, East Jerusalem, Widowed mother
C3478680534154, Yousef, yousef836@outlook.com, 7, 3, East Jerusalem, Recent house fire
C9324640300349, Amina, amina140@outlook.com, 7, 3, East Jerusalem, Lost job due to crisis
C1532132865940, Mohammad, mohammad895@outlook.com, 7, 3, East Jerusalem, Single parent household
C3336692775858, Laila, laila517@outlook.com, 7, 3, East Jerusalem, Recent house fire
C1508697329969, Hassan, hassan926@hotmail.com, 7, 3, East Jerusalem, Widowed mother
C4288240771780, Khalid, khalid699@outlook.com, 7, 3, East Jerusalem, Recent house fire
C6386528897332, Yousef, yousef22@gmail.com, 7, 3, East Jerusalem, Low income family
C8221673575529, Omar, omar690@outlook.com, 7, 3, East Jerusalem, Single parent household
C6400736790650, Yousef, yousef723@outlook.com, 7, 3, East Jerusalem, Widowed mother
C2699324874304, Hassan, hassan64@outlook.com, 6, 3, Jerusalem, Unemployed family
C3224471658196, Omar, omar538@yahoo.com, 6, 3, Jerusalem, Unemployed family
C4526570817961, Laila, laila193@gmail.com, 6, 3, Jerusalem, Elderly family member
C5379717018898, Khalid, khalid403@hotmail.com, 6, 3, Jerusalem, Medical condition in family
C5146532772330, Fadi, fadi846@hotmail.com, 6, 3, Jerusalem, Child with disability
C8203919576004, Amina, amina237@yahoo.com, 6, 3, Jerusalem, Lost job due to crisis
C2280805876794, Sara, sara663@gmail.com, 6, 3, Jerusalem, Child with disability
C6763548483794, Amina, amina422@gmail.com, 6, 3, Jerusalem, Lost job due to crisis
C9156426361642, Fadi, fadi796@yahoo.com, 6, 3, Jerusalem, Unemployed family
C1967297714821, Amina, amina13@outlook.com, 6, 3, Jerusalem, Medical condition in family
C6637388814026, Sara, sara640@gmail.com, 6, 3, Jerusalem, Lost job due to crisis
C4026139678603, Khalid, khalid78@hotmail.com, 6, 3, Jerusalem, Lost job due to crisis
C6265567837028, Sara, sara850@gmail.com, 6, 3, Jerusalem, Widowed mother
C2390959752331, Ahmed, ahmed756@gmail.com, 6, 3, West Jerusalem, Unemployed family
C7984515930161, Fadi, fadi285@outlook.com, 6, 3, West Jerusalem, Low income family
C3752382119826, Hassan, hassan991@gmail.com, 6, 3, West Jerusalem, Recent house fire
C1256038389790, Mohammad, mohammad541@yahoo.com, 6, 3, West Jerusalem, Low income family
C6217794753760, Fadi, fadi729@hotmail.com, 6, 3, West Jerusalem, Single parent household
C6582979829482, Omar, omar742@yahoo.com, 6, 3, West Jerusalem, Medical condition in family
C4344484429740, Ahmed, ahmed571@hotmail.com, 6, 3, West Jerusalem, Lost job due to crisis
C5059135813745, Ahmed, ahmed532@yahoo.com, 6, 3, West Jerusalem, Widowed mother
C9389212041579, Ahmed, ahmed309@yahoo.com, 6, 3, West Jerusalem, Single parent household
C2157814540228, Laila, laila712@hotmail.com, 6, 3, East Jerusalem, Low income family
C4324120298471, Hassan, hassan637@gmail.com, 6, 3, East Jerusalem, Parent recovering from surgery
C9337885229526, Fadi, fadi63@yahoo.com, 6, 3, East Jerusalem, Medical condition in family
C3384590987491, Fatima, fatima678@hotmail.com, 6, 3, East Jerusalem, Lost job due to crisis
C7598966841000, Yousef, yousef285@hotmail.com, 6, 3, East Jerusalem, Recent house fire
C3222391639886, Sara, sara735@hotmail.com, 6, 3, East Jerusalem, Recent house fire
C2436345728933, Amina, amina557@gmail.com, 5, 3, Jerusalem, Widowed mother
C3327664350091, Mohammad, mohammad44@hotmail.com, 5, 3, Jerusalem, Low income family
C5915748683687, Fatima, fatima852@hotmail.com, 5, 3, Jerusalem, Child with disability
C4373650371517, Laila, laila962@gmail.com, 5, 3, Jerusalem, Widowed mother
C9632195784241, Fatima, fatima114@hotmail.com, 5, 3, Jerusalem, Medical condition in family
C8007605576099, Fatima, fatima364@gmail.com, 5, 3, Jerusalem, Lost job due to crisis
C2713799533177, Omar, omar635@outlook.com, 5, 3, Jerusalem, Low income family
C7924331431009, Ahmed, ahmed624@gmail.com, 5, 3, Jerusalem, Low income family
C3153124914836, Sara, sara783@hotmail.com, 5, 3, Jerusalem, Elderly family member
C8363351714600, Laila, laila373@hotmail.com, 5, 3, Jerusalem, Widowed mother
C7610429418625, Amina, amina656@hotmail.com, 5, 3, Jerusalem, Widowed mother
C6446996518142, Khalid, khalid675@gmail.com, 5, 3, West Jerusalem, Recent house fire
C6818274930669, Mohammad, mohammad80@yahoo.com, 5, 3, West Jerusalem, Medical condition in family
C9760033172803, Sara, sara664@gmail.com, 5, 3, West Jerusalem, Lost job due to crisis
C7707755185125, Sara, sara798@outlook.com, 5, 3, West Jerusalem, Medical condition in family
C7693222912610, Hassan, hassan782@gmail.com, 5, 3, West Jerusalem, Lost job due to crisis
C7991628900566, Amina, amina329@yahoo.com, 5, 3, West Jerusalem, Single parent household
C1037377694900, Ahmed, ahmed208@gmail.com, 5, 3, West Jerusalem, Parent recovering from surgery
C5060968718507, Yousef, yousef955@yahoo.com, 5, 3, West Jerusalem, Parent recovering from surgery
C8770757888692, Amina, amina573@gmail.com, 5, 3, West Jerusalem, Parent recovering from surgery
C7497403027576, Amina, amina626@yahoo.com, 5, 3, West Jerusalem, Parent recovering from surgery
C9248281658530, Amina, amina967@gmail.com, 5, 3, West Jerusalem, Single parent household
C4182252510846, Fadi, fadi711@hotmail.com, 5, 3, West Jerusalem, Child with disability
C8820880592951, Fadi, fadi166@yahoo.com, 5, 3, West Jerusalem, Unemployed family
C2358164106513, Yousef, yousef378@hotmail.com, 5, 3, West Jerusalem, Unemployed family
C6770941229390, Ahmed, ahmed958@gmail.com, 5, 3, West Jerusalem, Elderly family member
C1522402769170, Fatima, fatima43@hotmail.com, 5, 3, West Jerusalem, Medical condition in family
C5744447294313, Laila, laila685@yahoo.com, 5, 3, East Jerusalem, Single parent household
C2196529545748, Sara, sara703@hotmail.com, 5, 3, East Jerusalem, Lost job due to crisis
C7507037059653, Ahmed, ahmed376@outlook.com, 5, 3, East Jerusalem, Widowed mother
C3598796688602, Fatima, fatima763@yahoo.com, 5, 3, East Jerusalem, Widowed mother
C8433119412713, Khalid, khalid629@gmail.com, 5, 3, East Jerusalem, Widowed mother
C2348845729276, Hassan, hassan841@hotmail.com, 5, 3, East Jerusalem, Widowed mother
C7724502110268, Khalid, khalid901@gmail.com, 5, 3, East Jerusalem, Medical condition in family
C7046314904556, Sara, sara132@yahoo.com, 5, 3, East Jerusalem, Low income family
C2111254831267, Amina, amina168@hotmail.com, 5, 3, East Jerusalem, Unemployed family
C8021648810564, Hassan, hassan795@gmail.com, 5, 3, East Jerusalem, Widowed mother
C2088018143374, Mohammad, mohammad257@outlook.com, 5, 3, East Jerusalem, Widowed mother
C6275735929135, Fatima, fatima521@outlook.com, 5, 3, East Jerusalem, Widowed mother
C6044146101143, Mohammad, mohammad338@hotmail.com, 4, 3, Jerusalem, Unemployed family
C5638650489024, Ahmed, ahmed390@outlook.com, 4, 3, Jerusalem, Medical condition in family
C9340122818955, Ahmed, ahmed869@gmail.com, 4, 3, Jerusalem, Single parent household
C5364247674276, Ahmed, ahmed774@outlook.com, 4, 3, Jerusalem, Medical condition in family
C1660994130233, Khalid, khalid487@yahoo.com, 4, 3, Jerusalem, Recent house fire
C7294142077500, Hassan, hassan39@yahoo.com, 4, 3, Jerusalem, Medical condition in family
C3849414004567, Hassan, hassan208@gmail.com, 4, 3, Jerusalem, Elderly family member
C4520746117134, Omar, omar66@outlook.com, 4, 3, Jerusalem, Widowed mother
C1819348057584, Fatima, fatima815@outlook.com, 4, 3, Jerusalem, Medical condition in family
C9154080366486, Amina, amina788@hotmail.com, 4, 3, Jerusalem, Elderly family member
C5862496915981, Fatima, fatima140@gmail.com, 4, 3, Jerusalem, Low income family
C2040209920725, Hassan, hassan596@outlook.com, 4, 3, West Jerusalem, Elderly family member
C4343256060670, Omar, omar349@yahoo.com, 4, 3, West Jerusalem, Recent house fire
C1851636422825, Sara, sara222@hotmail.com, 4, 3, West Jerusalem, Lost job due to crisis
C7956836392807, Fatima, fatima79@yahoo.com, 4, 3, West Jerusalem, Lost job due to crisis
C3425998890711, Ahmed, ahmed516@yahoo.com, 4, 3, West Jerusalem, Lost job due to crisis
C3612446152901, Mohammad, mohammad811@outlook.com, 4, 3, West Jerusalem, Recent house fire
C7914619021104, Mohammad, mohammad313@yahoo.com, 4, 3, West Jerusalem, Elderly family member
C8139514727277, Sara, sara930@yahoo.com, 4, 3, East Jerusalem, Lost job due to crisis
C3265667067342, Sara, sara175@outlook.com, 4, 3, East Jerusalem, Recent house fire
C3767806592648, Amina, amina357@yahoo.com, 4, 3, East Jerusalem, Medical condition in family
C1192948290292, Fadi, fadi48@yahoo.com, 4, 3, East Jerusalem, Low income family
C7174323463934, Yousef, yousef282@outlook.com, 4, 3, East Jerusalem, Parent recovering from surgery
C3185056235343, Omar, omar718@hotmail.com, 4, 3, East Jerusalem, Low income family
C6128235385491, Amina, amina792@yahoo.com, 4, 3, East Jerusalem, Parent recovering from surgery
C4556745773514, Omar, omar635@gmail.com, 4, 3, East Jerusalem, Unemployed family
C5164705742878, Khalid, khalid490@hotmail.com, 4, 3, East Jerusalem, Parent recovering from surgery
C7587600183542, Ahmed, ahmed848@gmail.com, 4, 3, East Jerusalem, Widowed mother
C7029742803281, Fadi, fadi788@hotmail.com, 4, 3, East Jerusalem, Single parent household
C2464194325522, Ahmed, ahmed540@yahoo.com, 4, 3, East Jerusalem, Widowed mother
C6496719877210, Hassan, hassan407@gmail.com, 4, 3, East Jerusalem, Widowed mother
C7078223079855, Mohammad, mohammad14@hotmail.com, 3, 3, Jerusalem, Recent house fire
C4874732840166, Amina, amina4@hotmail.com, 3, 3, Jerusalem, Widowed mother
C4670415446333, Hassan, hassan869@outlook.com, 3, 3, Jerusalem, Lost job due to crisis
C2623287117715, Sara, sara362@gmail.com, 3, 3, Jerusalem, Lost job due to crisis
C7508904836322, Khalid, khalid695@outlook.com, 3, 3, Jerusalem, Widowed mother
C2373386038286, Fadi, fadi771@yahoo.com, 3, 3, Jerusalem, Low income family
C5459973336180, Amina, amina626@hotmail.com, 3, 3, Jerusalem, Parent recovering from surgery
C3500834740514, Hassan, hassan590@gmail.com, 3, 3, Jerusalem, Recent house fire
C3807729147039, Omar, omar63@gmail.com, 3, 3, West Jerusalem, Lost job due to crisis
C9556196886573, Sara, sara765@gmail.com, 3, 3, West Jerusalem, Medical condition in family
C7944748575030, Fatima, fatima358@yahoo.com, 3, 3, West Jerusalem, Low income family
C1117699256949, Hassan, hassan801@gmail.com, 3, 3, West Jerusalem, Lost job due to crisis
C6093908441771, Khalid, khalid279@yahoo.com, 3, 3, West Jerusalem, Elderly family member
C3883162364433, Ahmed, ahmed419@outlook.com, 3, 3, West Jerusalem, Widowed mother
C8418369254150, Ahmed, ahmed735@yahoo.com, 3, 3, West Jerusalem, Low income family
C8903448906014, Amina, amina337@yahoo.com, 3, 3, West Jerusalem, Parent recovering from surgery
C7685270346245, Sara, sara570@yahoo.com, 3, 3, West Jerusalem, Lost job due to crisis
C5391765103376, Khalid, khalid61@outlook.com, 3, 3, West Jerusalem, Recent house fire
C7318207561869, Sara, sara864@outlook.com, 3, 3, West Jerusalem, Lost job due to crisis
C6512531991315, Mohammad, mohammad735@outlook.com, 3, 3, East Jerusalem, Recent house fire
C7615566085235, Amina, amina160@hotmail.com, 3, 3, East Jerusalem, Recent house fire
C6783750832188, Laila, laila307@hotmail.com, 3, 3, East Jerusalem, Lost job due to crisis
C8298366745712, Sara, sara162@hotmail.com, 3, 3, East Jerusalem, Low income family
C9751025465338, Mohammad, mohammad258@yahoo.com, 3, 3, East Jerusalem, Medical condition in family
C4931983077907, Mohammad, mohammad58@gmail.com, 3, 3, East Jerusalem, Elderly family member
C6468275001637, Khalid, khalid207@hotmail.com, 3, 3, East Jerusalem, Child with disability
C7989640149240, Fadi, fadi632@yahoo.com, 3, 3, East Jerusalem, Low income family
C2337585069547, Ahmed, ahmed468@outlook.com, 3, 3, East Jerusalem, Medical condition in family
C1756870179316, Fatima, fatima883@gmail.com, 3, 3, East Jerusalem, Single parent household
C9416373614421, Mohammad, mohammad701@outlook.com, 3, 3, East Jerusalem, Parent recovering from surgery
C6698544266142, Fatima, fatima252@yahoo.com, 3, 3, East Jerusalem, Low income family
C7126906573494, Hassan, hassan964@yahoo.com, 2, 3, Jerusalem, Medical condition in family
C9613140353734, Mohammad, mohammad625@hotmail.com, 2, 3, Jerusalem, Parent recovering from surgery
C4553928555114, Amina, amina738@hotmail.com, 2, 3, Jerusalem, Widowed mother
C2104492408189, Hassan, hassan831@outlook.com, 2, 3, Jerusalem, Widowed mother
C8195455573086, Laila, laila535@outlook.com, 2, 3, Jerusalem, Recent house fire
C4077938328614, Sara, sara943@outlook.com, 2, 3, Jerusalem, Medical condition in family
C5869204749015, Fatima, fatima164@gmail.com, 2, 3, Jerusalem, Parent recovering from surgery
C6485212921690, Laila, laila722@outlook.com, 2, 3, Jerusalem, Child with disability
C9681895273555, Fatima, fatima560@gmail.com, 2, 3, Jerusalem, Low income family
C1939745932054, Omar, omar274@gmail.com, 2, 3, Jerusalem, Medical condition in family
